year,rank,o_fta,o_stl,o_to,d_3pa,d_pf,d_to,GP_x,awayW,awayL,confW,confL,min,num_playoff_appearances,total_first_round_won,total_semis_won,total_finals_won,total_finals_lost,mean_won,confID_WE,total_wins,total_losses,oRebounds,dRebounds,assists,steals,turnovers,W,L,playoff,year,tmID,confID_EA,confID_WE
9,1.5,765.5,220.0,550.5,585.5,750.0,517.5,34.0,10.5,6.5,14.0,6.0,6837.5,2.0,2.0,2.0,1.0,1.0,23.5,0.0,5.5,1.0,648.0,1345.6666666666667,728.5,344.5,726.5,13.0,8.0,1,9,DET,1.0,0.0
9,4.0,699.5,270.5,599.5,538.5,691.0,543.5,34.0,6.0,11.0,10.5,10.5,6862.5,1.0,0.0,0.0,0.0,0.0,15.5,1.0,0.0,0.0,349.5,759.5,486.0,261.0,548.5,0.0,0.0,0,9,HOU,0.0,1.0
9,2.5,646.5,331.0,558.5,463.5,674.0,613.5,34.0,9.0,8.0,12.0,8.0,6862.5,2.0,1.0,0.0,0.0,0.0,21.0,0.0,1.0,0.5,434.33333333333337,1003.6666666666669,728.3333333333334,450.3333333333333,729.8333333333334,3.0,5.0,1,9,IND,1.0,0.0
9,4.0,676.5,270.5,552.5,553.5,620.5,553.0,34.0,7.5,9.5,10.5,10.5,6862.5,1.0,1.0,0.0,0.0,0.0,17.5,1.0,2.0,0.0,424.0,1118.8333333333333,578.1666666666666,283.0,610.0,2.0,3.0,1,9,LAS,0.0,1.0
9,6.5,677.5,215.5,545.5,501.5,639.0,483.5,34.0,2.5,14.5,7.0,14.0,6850.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,344.5,800.0,579.5,220.5,494.0,0.0,0.0,0,9,MIN,0.0,1.0
9,4.5,615.0,270.5,594.0,525.0,638.0,523.5,34.0,5.0,12.0,8.5,11.5,6862.5,1.0,0.0,0.0,0.0,0.0,13.5,0.0,0.0,1.0,269.0,747.1666666666667,452.0,256.6666666666667,515.5,1.0,2.0,1,9,NYL,1.0,0.0
9,3.0,719.0,280.0,464.0,690.0,676.5,566.0,34.0,9.5,7.5,12.5,8.5,6875.0,1.0,1.0,1.0,1.0,0.0,20.5,1.0,0.0,0.0,267.0,758.0,635.0,253.0,441.5,0.0,0.0,0,9,PHO,0.0,1.0
9,2.5,743.0,327.5,576.5,527.0,688.0,641.0,34.0,7.0,10.0,11.0,10.0,6912.5,2.0,1.0,1.0,0.0,1.0,20.0,1.0,2.0,1.5,357.5,689.0,453.0,274.0,413.5,7.0,5.0,1,9,SAC,0.0,1.0
9,4.0,624.5,264.5,523.0,456.5,630.0,531.5,34.0,9.0,8.0,11.5,9.5,6837.5,1.0,1.0,0.0,0.0,0.0,16.5,1.0,2.0,0.0,221.0,579.0,491.5,205.0,377.5,2.0,3.0,1,9,SAS,0.0,1.0
9,4.0,713.5,237.0,551.5,506.0,662.5,490.0,34.0,7.0,10.0,10.5,10.5,6812.5,2.0,0.0,0.0,0.0,0.0,17.5,1.0,0.0,0.5,412.6666666666666,890.5,583.5,267.6666666666667,513.5,1.0,4.0,1,9,SEA,0.0,1.0
9,4.5,777.0,294.0,556.0,536.5,724.5,576.0,34.0,6.5,10.5,10.0,10.0,6875.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,385.0,790.3333333333334,516.3333333333334,274.3333333333333,513.6666666666666,0.0,0.0,0,9,WAS,1.0,0.0
10,7.0,725.0,285.0,593.0,502.0,726.0,561.0,34.0,3.0,14.0,2.0,18.0,6825.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,392.5,746.5,526.5,257.0,510.5,0.0,0.0,1,10,ATL,1.0,0.0
10,5.5,767.5,265.5,517.5,494.5,682.0,544.0,34.0,6.0,11.0,8.0,12.0,6923.5,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,337.0,804.5,562.5,264.0,473.5,0.0,0.0,0,10,CHI,1.0,0.0
10,2.5,669.0,241.5,513.5,490.5,668.0,511.5,34.0,9.0,8.0,11.5,8.5,6887.5,2.0,0.0,0.0,0.0,0.0,19.5,0.0,0.0,0.0,348.8333333333333,824.3333333333333,630.3333333333333,247.66666666666663,537.8333333333334,0.0,0.0,0,10,CON,1.0,0.0
10,1.0,764.5,252.5,530.0,613.0,764.5,550.5,34.0,10.0,7.0,15.0,5.0,6862.5,2.0,2.0,2.0,1.0,1.0,23.0,0.0,5.5,1.0,616.6666666666667,1400.5,923.3333333333334,450.0,830.1666666666666,13.0,7.0,1,10,DET,1.0,0.0
10,3.0,636.5,316.0,587.0,449.0,661.0,609.0,34.0,7.5,9.5,12.0,8.0,6912.5,2.0,1.0,0.0,0.0,0.0,19.0,0.0,1.0,1.0,445.75,955.75,582.25,379.75,614.75,4.0,5.0,1,10,IND,1.0,0.0
10,5.0,672.0,248.0,589.5,542.0,661.0,536.5,34.0,6.5,10.5,9.0,12.0,6950.0,1.0,1.0,0.0,0.0,0.0,15.0,1.0,2.0,1.0,475.5,1200.5,744.5,323.5,787.5,3.0,3.0,1,10,LAS,0.0,1.0
10,6.5,769.0,273.5,516.5,473.5,696.5,554.0,34.0,5.0,12.0,8.0,13.0,6887.5,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,348.5,709.0,465.0,273.0,407.0,0.0,0.0,0,10,MIN,0.0,1.0
10,3.5,616.5,289.5,579.5,537.0,616.5,560.5,34.0,7.0,10.0,10.5,9.5,6875.0,2.0,1.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,377.0,888.5,613.5,322.5,588.5,0.0,0.0,0,10,NYL,1.0,0.0
10,3.5,763.5,258.5,487.5,728.5,700.5,547.5,34.0,8.5,8.5,12.5,8.5,6837.5,1.0,1.0,1.0,1.0,0.0,19.5,1.0,7.0,0.0,370.5,951.0,685.5,293.0,534.0,7.0,2.0,1,10,PHO,0.0,1.0
10,3.5,780.5,322.0,598.5,544.5,724.0,636.5,34.0,6.0,11.0,10.5,10.5,6875.0,2.0,0.0,0.0,0.0,0.0,18.5,1.0,0.0,0.0,423.5,753.3333333333334,553.8333333333334,344.5,558.6666666666666,0.0,0.0,0,10,SAC,0.0,1.0
10,1.5,635.5,277.5,541.5,468.5,642.5,555.5,34.0,10.0,7.0,11.5,9.5,6862.5,2.0,2.0,1.0,0.0,1.0,22.0,1.0,3.0,0.0,280.0,874.0,684.0,283.5,528.5,6.0,8.0,1,10,SAS,0.0,1.0
10,3.0,721.5,255.5,529.5,533.5,658.0,505.0,34.0,5.5,11.5,12.0,9.0,6812.5,2.0,0.0,0.0,0.0,0.0,19.5,1.0,0.0,0.5,352.33333333333337,828.3333333333334,643.3333333333333,261.0,553.5,1.0,4.0,1,10,SEA,0.0,1.0
10,5.5,749.0,261.5,604.0,524.0,735.0,554.5,34.0,6.0,11.0,7.0,13.0,6862.5,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,348.49999999999994,706.8333333333334,469.1666666666666,241.66666666666669,506.3333333333333,0.0,0.0,1,10,WAS,1.0,0.0
