year,tmID,rank,playoff,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_reb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_reb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,GP_x,homeW,homeL,awayW,awayL,confW,confL,min,attend,num_playoff_appearances,total_first_round_won,total_first_round_lost,total_semis_won,total_semis_lost,total_finals_won,total_finals_lost,mean_won,mean_lost,confID_EA,confID_WE,GP_y,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,height,weight,award_count,won,lost,post_wins,post_losses
6,LAS,1.0,1,899.0,2104.5,533.5,700.0,165.5,471.0,324.0,811.0,1135.0,606.5,706.5,252.0,499.5,154.5,2497.0,840.5,2121.0,530.5,731.5,185.0,525.5,327.5,758.0,1085.5,552.0,679.0,264.5,495.5,120.5,2396.5,34.0,13.0,4.0,11.5,5.5,16.5,6.5,6937.5,167601.5,2.0,1.0,1.0,1.0,0.0,0.0,1.0,24.5,9.5,0.0,1.0,305.5,186.0,602.4583333333334,2838.5,341.0,914.0,1255.0,635.0,269.0,159.5,530.0,723.0,2410.0,1035.0,798.0,614.0,448.5,154.5,33.5,27.0,1017.5,354.0,43.5,117.0,160.5,98.0,35.0,21.5,69.5,101.0,310.5,135.5,76.0,62.5,68.5,20.5,1.0,71.75,166.66666666666666,0.0,0.0,0.0,0.0,0.0
6,MIN,3.5,0,821.0,1939.0,452.0,632.0,178.5,533.0,346.5,721.0,1067.5,553.0,647.0,249.5,585.5,120.0,2272.5,841.0,2019.5,481.5,651.0,116.5,388.0,330.0,682.5,1012.5,518.0,671.0,302.0,486.5,129.5,2280.0,34.0,11.0,6.0,7.0,10.0,13.0,10.0,6850.0,122675.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,16.0,0.0,1.0,316.8333333333333,105.83333333333331,529.6363636363636,2048.333333333333,256.0,570.8333333333334,826.8333333333334,459.0,200.16666666666663,137.0,478.8333333333333,578.5,1779.6666666666667,722.6666666666666,566.5,424.1666666666667,512.5,178.83333333333334,21.33333333333333,6.0,382.1666666666667,119.0,10.5,30.83333333333333,41.333333333333336,28.5,6.666666666666667,5.5,29.83333333333333,32.166666666666664,105.66666666666669,42.833333333333336,33.0,23.0,28.33333333333333,10.333333333333334,0.0,71.63636363636364,168.1818181818182,0.0,18.0,16.0,0.5,2.0
6,PHO,6.0,0,813.5,2008.5,417.5,577.0,154.0,434.0,310.5,647.5,958.0,481.0,706.0,296.0,471.5,124.0,2198.5,809.0,1856.0,500.0,675.0,134.5,359.5,306.0,761.0,1067.0,482.5,663.5,250.5,573.0,141.5,2252.5,34.0,8.0,9.0,4.5,12.5,8.0,15.0,6875.0,140403.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,21.5,0.0,1.0,314.5,205.5,667.7272727272727,2567.833333333333,354.0,695.8333333333334,1049.8333333333333,491.1666666666666,274.0,119.0,452.3333333333333,718.6666666666666,2189.333333333333,922.3333333333334,718.0,529.1666666666666,539.0,194.0,5.5,5.5,151.5,47.0,7.0,14.5,21.5,4.5,6.5,4.0,9.5,13.0,41.5,17.5,15.0,10.5,5.0,1.5,0.0,72.72727272727273,170.1818181818182,0.0,17.0,17.0,0.0,0.0
6,SAC,3.5,1,868.0,2089.5,430.0,615.0,139.5,419.0,369.0,676.5,1045.5,543.5,641.0,305.5,473.0,120.0,2305.5,809.5,1931.5,454.5,614.0,155.0,462.5,327.5,713.5,1041.0,514.5,643.0,232.5,584.5,129.0,2228.5,34.0,11.0,6.0,7.5,9.5,12.5,10.5,6862.5,151561.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,18.5,15.5,0.0,1.0,262.5,100.5,659.1875,1693.5,320.0,587.5,907.5,433.0,242.5,100.0,387.0,535.0,1438.5,614.0,538.5,369.0,271.5,96.5,35.0,18.0,816.5,250.0,47.0,85.0,132.0,64.0,33.5,19.5,58.0,66.0,221.0,90.5,77.0,58.5,35.5,10.5,0.0,73.25,168.875,0.0,15.0,10.0,3.0,3.0
6,SAS,6.5,0,802.0,2004.0,513.0,682.0,86.0,281.0,326.0,748.0,1074.0,460.5,678.0,229.5,513.0,136.5,2203.0,877.5,2089.5,480.0,654.5,160.5,475.5,356.5,746.5,1103.0,552.5,646.5,277.5,458.0,134.5,2395.5,34.0,7.5,9.5,3.0,14.0,8.0,15.0,6850.0,159621.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,23.5,0.0,1.0,236.0,150.5,540.2777777777778,1678.5,181.0,444.5,625.5,372.5,179.0,37.0,346.5,431.0,1456.5,599.0,501.5,390.0,283.5,90.5,19.0,13.5,370.5,117.0,10.5,40.5,51.0,22.0,7.5,5.0,23.5,33.5,100.0,44.5,25.0,18.5,29.0,9.5,0.0,71.11111111111111,158.22222222222223,0.0,17.0,17.0,1.0,2.0
6,SEA,3.5,1,881.5,2035.0,483.0,621.5,166.5,469.5,346.0,720.5,1066.5,550.0,654.5,267.0,482.0,134.5,2412.5,847.5,2014.0,432.0,591.5,142.0,414.0,327.5,684.0,1011.5,481.5,624.0,248.5,493.0,120.5,2269.0,34.0,13.0,4.0,6.0,11.0,12.0,11.0,6837.5,127574.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,15.0,0.0,1.0,224.5,96.0,559.6875,1838.5,228.5,529.5,758.0,367.0,153.0,112.5,325.5,404.5,1541.0,677.5,442.0,342.5,400.0,141.0,30.5,13.5,593.5,248.0,30.5,66.0,96.5,46.5,24.0,12.5,43.0,50.5,205.0,91.5,51.0,43.0,44.5,22.0,0.0,73.375,166.125,0.0,19.0,15.0,3.0,1.0
7,HOU,4.5,1,829.0,1926.5,492.5,652.5,92.5,281.5,293.5,704.0,997.5,459.0,568.0,244.0,454.5,106.0,2243.0,841.0,1976.0,405.0,545.0,150.0,428.5,304.5,703.5,1008.0,540.0,670.0,227.5,476.0,120.0,2237.0,34.0,10.0,7.0,6.0,11.0,9.0,13.0,6862.5,129065.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,16.0,18.0,0.0,1.0,283.3333333333333,156.5,582.9242424242424,2145.833333333333,288.5,686.6666666666666,975.1666666666666,528.1666666666667,234.8333333333333,96.0,422.1666666666666,573.5,1843.0,800.8333333333334,643.3333333333334,470.1666666666666,219.33333333333331,74.0,23.666666666666668,12.0,495.6666666666666,166.5,19.5,59.833333333333336,79.33333333333333,33.66666666666667,15.5,5.5,37.833333333333336,48.5,135.33333333333334,60.5,53.33333333333333,40.5,14.666666666666666,5.0,0.5,72.45454545454545,165.27272727272728,2.0,16.0,18.0,1.0,1.5
7,LAS,2.5,1,888.5,2055.5,493.0,676.0,140.5,400.5,316.5,746.0,1062.5,588.5,734.0,263.0,510.5,142.0,2410.5,816.5,2025.0,542.0,735.0,178.0,515.0,335.5,718.0,1053.5,549.5,679.0,267.5,533.5,114.5,2353.0,34.0,13.0,4.0,8.0,9.0,14.0,8.0,6887.5,163895.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,21.0,13.0,0.0,1.0,243.0,140.5,637.7777777777778,2095.5,247.5,712.0,959.5,524.5,230.0,142.0,410.5,595.5,1819.5,806.0,560.0,407.5,231.0,76.0,12.0,8.5,321.5,96.0,14.5,36.0,50.5,17.5,10.0,7.5,18.0,30.0,85.5,37.0,22.5,16.5,14.0,5.5,0.0,72.11111111111111,165.11111111111111,2.0,4.0,2.0,0.0,2.0
7,MIN,4.5,0,784.0,1923.0,445.5,620.5,174.5,517.0,321.0,719.5,1040.5,528.5,642.0,257.5,574.5,133.0,2188.0,833.0,1995.5,462.5,630.5,110.5,353.0,333.5,712.0,1045.5,522.5,670.5,304.0,494.5,138.5,2239.0,34.0,11.0,6.0,5.0,12.0,10.5,11.5,6850.0,119272.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,18.0,0.0,1.0,197.5,78.66666666666666,439.14583333333337,1255.8333333333333,173.66666666666669,381.3333333333333,555.0,265.5,127.66666666666666,99.0,303.6666666666667,374.1666666666666,1119.5,461.83333333333337,376.6666666666666,266.5,190.33333333333331,65.66666666666667,4.666666666666666,2.0,99.83333333333334,30.666666666666664,3.5,7.5,11.0,7.333333333333334,1.0,1.5,8.333333333333334,7.666666666666666,30.333333333333336,12.333333333333332,8.0,4.5,5.0,1.5,0.0,73.0,176.0,0.0,16.0,18.0,0.0,1.0
7,PHO,5.0,0,826.0,1958.0,493.5,645.5,185.0,529.0,303.0,686.0,989.0,525.0,722.5,262.5,490.5,158.0,2330.5,819.5,1919.0,528.5,722.0,127.0,340.0,314.0,708.0,1022.0,463.0,666.0,245.5,509.5,124.5,2294.5,34.0,10.5,6.5,6.0,11.0,11.5,10.5,6812.5,130220.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,17.5,0.0,1.0,264.5,143.66666666666666,514.3484848484849,1949.0,251.0,553.1666666666666,804.1666666666667,500.6666666666666,217.66666666666663,86.0,399.8333333333333,600.3333333333334,1644.5,690.0,501.6666666666666,398.3333333333333,483.5,170.66666666666669,12.0,6.5,242.0,56.0,7.0,14.0,21.0,17.0,8.5,3.5,13.0,20.0,52.0,19.5,17.0,11.0,11.5,6.0,0.0,72.36363636363636,163.0909090909091,1.0,0.0,0.0,0.0,0.0
7,SAC,2.5,1,863.5,2029.0,464.5,662.5,129.0,362.5,379.0,654.5,1033.5,523.0,662.5,309.0,492.5,113.0,2320.5,777.0,1847.5,476.0,642.0,137.0,417.0,291.5,685.0,976.5,488.0,684.5,238.0,607.5,124.5,2167.0,34.0,12.5,4.5,9.0,8.0,14.5,7.5,6850.0,146378.5,2.0,2.0,0.0,1.0,1.0,1.0,0.0,21.5,12.5,0.0,1.0,255.0,123.5,690.6875,1913.5,316.0,586.0,902.0,449.5,270.5,89.5,397.0,506.0,1631.5,703.0,565.5,398.0,308.5,109.5,52.0,25.0,1195.5,395.0,57.5,127.0,184.5,99.0,55.0,17.5,76.5,101.0,343.5,148.0,103.0,75.5,58.5,23.5,0.5,72.625,165.375,1.0,21.5,12.5,5.0,2.0
7,SAS,7.0,0,788.0,1886.5,495.5,640.0,94.5,293.0,279.0,695.5,974.5,463.0,639.0,233.5,524.0,98.0,2166.0,893.0,2031.0,439.5,587.5,157.0,438.5,337.5,707.0,1044.5,569.0,654.5,281.5,460.5,138.5,2382.5,34.0,5.5,11.5,2.5,14.5,4.5,17.5,6837.5,138885.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,0.0,1.0,219.5,130.0,548.5555555555555,1480.0,130.0,388.0,518.0,438.5,150.0,39.5,371.5,419.0,1261.5,522.5,399.5,324.5,329.0,110.5,4.5,3.5,122.5,34.5,5.5,9.5,15.0,12.0,3.0,0.5,4.5,9.0,31.5,12.5,10.0,8.5,6.5,1.0,0.0,71.88888888888889,162.66666666666666,0.0,7.0,27.0,0.0,0.0
7,SEA,2.0,1,889.5,2045.5,534.0,682.0,154.5,434.0,336.5,742.5,1079.0,536.0,661.0,251.5,507.5,144.5,2467.5,871.5,2076.0,456.5,619.0,136.0,405.0,318.5,682.5,1001.0,537.5,684.5,259.5,482.5,145.5,2335.5,34.0,13.5,3.5,6.5,10.5,13.0,9.0,6825.0,142720.5,2.0,1.0,1.0,1.0,0.0,1.0,0.0,20.0,14.0,0.0,1.0,312.0,200.5,601.5,2548.5,346.5,840.5,1187.0,506.5,211.5,167.5,493.0,700.5,2087.5,928.0,678.5,527.0,451.5,165.5,34.5,25.0,841.0,304.5,32.5,88.0,120.5,62.0,31.5,14.5,55.5,79.5,262.0,108.0,76.0,66.5,62.0,22.0,0.0,72.58333333333333,169.75,0.0,20.0,14.0,3.5,2.0
8,HOU,3.0,0,894.0,2009.0,504.5,684.0,115.5,338.5,289.5,753.0,1042.5,499.5,599.0,249.0,495.5,94.5,2408.0,888.0,2088.0,432.0,587.0,148.0,459.5,305.5,737.0,1042.5,533.5,695.0,247.5,500.0,100.0,2356.0,34.0,11.5,5.5,7.0,10.0,11.0,10.0,6900.0,125631.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,18.5,15.5,0.0,1.0,334.5,137.5,536.2083333333334,2397.5,325.5,751.0,1076.5,458.0,254.5,97.5,471.5,649.5,1995.0,902.5,658.0,489.5,316.0,103.0,34.0,13.0,647.5,232.5,26.0,76.0,102.0,42.5,21.0,14.5,43.5,67.0,195.5,86.5,65.5,50.0,27.5,9.5,0.5,72.16666666666667,166.25,0.0,0.0,0.0,0.0,0.0
8,LAS,2.5,0,917.5,2118.5,498.0,678.0,117.5,382.0,335.5,767.5,1103.0,580.5,708.0,280.0,513.0,132.5,2450.5,845.5,2069.5,530.5,715.0,189.0,544.5,334.0,727.5,1061.5,566.0,645.0,265.5,550.0,121.5,2410.5,34.0,13.0,4.0,8.0,9.0,13.5,7.5,6812.5,145901.5,2.0,1.0,1.0,0.0,1.0,0.0,0.0,21.0,13.0,0.0,1.0,342.66666666666663,143.0,525.7179487179487,2414.5,374.5,796.5,1171.0,510.1666666666666,270.8333333333333,100.5,465.6666666666667,714.5,2138.333333333333,926.1666666666666,618.0,484.3333333333333,284.3333333333333,77.83333333333334,27.5,15.166666666666666,657.5,237.66666666666669,41.16666666666666,83.66666666666667,124.83333333333331,45.16666666666666,20.166666666666668,13.5,33.5,65.5,217.33333333333331,92.66666666666669,52.33333333333333,38.83333333333333,38.0,13.5,0.5,72.53846153846153,165.0,0.0,0.0,0.0,0.0,0.0
8,MIN,6.5,0,873.0,2078.5,461.0,641.0,160.0,455.5,325.0,759.5,1084.5,511.0,639.0,225.5,533.0,120.0,2367.0,933.0,2166.5,491.5,655.5,154.0,459.0,358.0,771.5,1129.5,581.0,649.0,291.5,462.5,134.0,2511.5,34.0,9.5,7.5,2.5,14.5,7.5,13.5,6837.5,111484.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,22.0,0.0,1.0,204.8333333333333,118.0,559.6875,1858.3333333333333,157.66666666666666,436.3333333333333,594.0,358.66666666666663,130.16666666666666,54.0,345.3333333333333,369.1666666666666,1572.3333333333333,680.8333333333334,478.6666666666666,377.8333333333333,328.66666666666663,118.83333333333334,2.333333333333333,0.0,7.333333333333333,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.3333333333333333,0.0,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,72.0,165.875,0.0,0.0,0.0,0.0,0.0
8,PHO,5.0,1,952.5,2214.0,534.0,688.5,221.5,630.5,338.0,765.5,1103.5,594.5,719.0,259.0,479.5,153.0,2660.5,939.0,2176.5,576.5,786.0,162.0,475.0,363.5,790.0,1153.5,524.0,670.5,248.0,510.0,119.0,2616.5,34.0,10.5,6.5,6.5,10.5,10.0,11.0,6850.0,125473.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,0.0,1.0,352.0,172.5,626.5833333333334,3195.5,335.0,742.5,1077.5,601.5,284.5,142.0,524.0,802.5,2661.5,1148.5,790.0,624.0,771.5,274.5,12.5,2.5,171.5,42.5,6.5,9.0,15.5,15.5,6.5,2.5,8.5,18.0,40.0,16.0,9.0,6.0,9.5,4.5,0.0,72.66666666666667,168.16666666666666,0.0,18.0,16.0,0.0,0.0
8,SAC,1.5,1,886.0,2088.0,518.0,731.0,143.0,410.5,393.5,697.0,1090.5,518.0,677.0,317.0,521.0,98.0,2433.0,811.5,1922.0,491.0,657.0,134.5,441.5,283.5,709.5,993.0,485.0,705.0,239.5,627.5,137.5,2248.5,34.0,14.5,2.5,8.5,8.5,13.5,7.5,6837.5,146476.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,23.0,11.0,0.0,1.0,366.0,156.5,588.4166666666666,2397.5,395.5,821.5,1217.0,522.0,316.0,94.0,472.5,665.5,2096.0,865.0,742.5,514.5,436.5,153.0,68.5,42.5,1545.0,571.5,82.5,172.5,255.0,126.0,56.0,16.5,90.0,131.5,488.0,212.0,146.0,104.5,99.0,43.0,0.0,73.0,166.83333333333334,0.0,0.0,0.0,0.0,0.0
8,SAS,6.5,1,839.5,2044.0,503.5,662.0,149.5,447.5,305.0,752.0,1057.0,486.5,630.0,220.5,511.5,86.5,2332.0,936.0,2160.5,476.5,625.5,153.5,433.5,361.5,784.5,1146.0,561.5,663.0,268.5,454.5,138.5,2502.0,34.0,5.5,11.5,4.5,12.5,6.5,14.5,6800.0,130401.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,1.0,246.0,204.5,709.0,2222.0,280.5,690.0,970.5,507.0,248.5,93.0,436.5,582.0,1972.5,800.0,625.5,496.0,373.5,126.0,8.0,8.0,214.0,55.0,7.5,20.5,28.0,8.0,3.5,7.5,17.0,26.0,55.5,23.0,7.5,6.5,6.5,2.5,1.0,71.77777777777777,168.11111111111111,0.0,10.0,24.0,0.0,0.0
8,SEA,3.0,1,933.5,2095.0,553.0,700.0,151.0,452.0,325.0,798.5,1123.5,517.0,669.5,216.5,543.0,142.5,2571.0,916.0,2190.5,510.5,676.5,148.5,451.5,328.0,697.5,1025.5,544.0,687.0,282.0,461.5,134.5,2491.0,34.0,11.5,5.5,7.5,9.5,11.5,9.5,6812.5,148407.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,15.0,0.0,1.0,351.5,196.66666666666663,561.3205128205128,2679.833333333333,360.8333333333333,845.5,1206.3333333333333,562.6666666666666,212.83333333333331,153.66666666666666,549.5,704.1666666666666,2238.0,975.5,710.0,550.5,511.5,178.33333333333334,21.666666666666668,15.0,518.6666666666666,184.5,16.5,52.5,69.0,41.0,16.0,9.0,32.0,48.5,160.5,61.0,56.66666666666666,48.5,55.0,14.0,0.5,72.92307692307692,170.07692307692307,1.0,19.0,15.0,1.0,2.0
9,HOU,4.0,0,921.5,2123.5,518.0,699.5,147.5,418.5,338.5,796.0,1134.5,545.0,636.0,270.5,599.5,96.5,2508.5,926.0,2211.0,511.5,667.0,175.0,538.5,339.5,754.0,1093.5,557.0,691.0,304.0,543.5,124.5,2538.5,34.0,9.5,7.5,6.0,11.0,10.5,10.5,6862.5,134701.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,15.5,18.5,0.0,1.0,296.0,156.0,624.85,2464.5,333.0,727.0,1060.0,454.5,249.5,91.5,526.5,653.0,2111.5,896.0,681.0,519.5,427.0,153.0,17.5,4.5,337.0,132.0,16.5,32.5,49.0,31.5,11.5,5.0,22.0,39.5,116.5,46.0,34.0,27.0,34.5,13.0,0.5,71.9,166.2,0.0,13.0,21.0,0.0,0.0
9,LAS,4.0,1,951.0,2250.0,516.5,676.5,135.5,416.5,353.0,817.5,1170.5,582.0,705.5,270.5,552.5,118.0,2554.0,913.5,2198.0,571.5,760.5,193.5,553.5,339.5,791.0,1130.5,590.5,620.5,287.0,553.0,132.5,2592.0,34.0,10.0,7.0,7.5,9.5,10.5,10.5,6862.5,144546.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,17.5,16.5,0.0,1.0,327.8333333333333,205.5,635.1818181818181,2761.5,384.5,1034.8333333333333,1419.3333333333337,539.6666666666666,257.5,205.3333333333333,570.5,762.5,2402.1666666666665,1046.6666666666667,700.6666666666667,524.5,413.1666666666666,143.66666666666669,25.0,15.5,602.0,212.0,39.5,84.0,123.5,38.5,25.5,23.5,39.5,65.0,202.5,78.5,62.5,49.5,16.0,5.5,0.0,66.18181818181819,168.36363636363637,2.0,10.0,24.0,0.0,0.0
9,MIN,6.5,0,958.0,2283.0,508.0,677.5,155.5,457.5,368.5,794.5,1163.0,543.5,683.5,215.5,545.5,104.0,2579.5,996.0,2254.5,581.0,752.0,170.5,501.5,345.0,816.0,1161.0,595.0,639.0,293.5,483.5,135.5,2743.5,34.0,7.5,9.5,2.5,14.5,7.0,14.0,6850.0,115270.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,0.0,1.0,321.5,176.5,609.5,2557.5,340.5,787.5,1128.0,574.0,215.5,144.0,489.5,658.0,2265.0,943.5,675.5,527.5,421.0,143.0,5.0,4.0,149.5,62.5,4.0,12.5,16.5,5.5,5.0,1.0,4.5,11.0,50.0,23.0,10.0,10.0,19.0,6.5,0.0,72.0,168.36363636363637,0.0,10.0,24.0,0.0,0.0
9,PHO,3.0,0,1071.0,2426.5,576.5,719.0,274.0,762.0,306.5,842.0,1148.5,661.5,699.5,280.0,464.0,143.0,2992.5,1022.5,2443.0,600.0,784.0,246.5,690.0,426.5,910.0,1336.5,603.0,676.5,237.5,566.0,117.5,2891.5,34.0,11.0,6.0,9.5,7.5,12.5,8.5,6875.0,129162.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,20.5,13.5,0.0,1.0,264.0,152.5,660.5,2614.0,232.0,674.5,906.5,568.0,228.0,100.0,403.5,541.0,2191.5,943.5,591.0,466.5,708.5,260.5,29.0,18.0,703.0,349.5,35.0,83.5,118.5,67.0,25.0,13.5,38.0,58.5,264.0,122.5,73.5,61.0,111.0,43.5,0.5,72.22222222222223,166.88888888888889,0.0,0.0,0.0,0.0,0.0
9,SAC,2.5,1,910.0,2202.0,557.0,743.0,155.0,445.0,435.0,721.5,1156.5,523.0,656.0,327.5,576.5,94.5,2532.0,881.5,2051.0,508.0,662.5,171.0,527.0,301.0,721.5,1022.5,524.5,688.0,259.0,641.0,142.0,2442.0,34.0,13.0,4.0,7.0,10.0,11.0,10.0,6912.5,145157.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,14.0,0.0,1.0,259.5,122.0,581.8333333333334,1820.0,314.5,605.0,919.5,389.0,240.0,67.5,363.5,461.5,1624.5,647.0,534.0,395.0,379.0,131.0,36.0,24.0,792.5,294.5,43.0,84.0,127.0,64.0,34.0,12.5,50.0,69.0,257.5,108.5,73.0,51.5,63.0,26.0,0.0,73.0,164.66666666666666,0.0,19.0,15.0,1.0,2.0
9,SAS,4.0,1,919.0,2215.5,484.0,624.5,198.0,561.0,338.5,789.0,1127.5,553.5,631.5,264.5,523.0,106.5,2520.0,939.0,2200.5,509.5,664.0,156.0,456.5,366.5,820.5,1187.0,538.0,630.0,255.5,531.5,133.0,2543.5,34.0,7.5,9.5,9.0,8.0,11.5,9.5,6837.5,127214.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,16.5,17.5,0.0,1.0,198.5,144.0,573.625,1620.0,193.5,525.0,718.5,445.0,190.0,88.0,342.5,416.5,1433.0,603.5,383.0,310.0,293.5,103.0,22.0,17.5,510.5,189.0,27.5,54.0,81.5,46.5,15.0,15.5,35.0,49.0,168.0,72.0,31.0,24.5,46.5,20.5,0.5,70.875,164.125,0.0,16.5,17.5,1.0,1.5
9,SEA,4.0,1,962.5,2167.0,572.0,713.5,192.0,557.0,335.5,820.5,1156.0,523.5,651.0,237.0,551.5,139.0,2689.0,963.5,2269.5,504.5,646.5,179.5,506.0,327.5,735.0,1062.5,555.5,662.5,284.5,490.0,113.5,2611.0,34.0,10.5,6.5,7.0,10.0,10.5,10.5,6812.5,140608.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,17.5,16.5,0.0,1.0,286.1666666666667,157.83333333333334,643.2833333333333,2438.0,362.8333333333333,794.0,1156.8333333333333,525.0,248.0,127.66666666666669,462.5,537.6666666666666,1991.0,866.3333333333334,732.8333333333334,569.5,405.5,135.83333333333334,32.833333333333336,23.166666666666668,780.0,290.1666666666667,49.833333333333336,96.5,146.33333333333334,58.5,19.666666666666668,20.666666666666668,51.0,67.83333333333333,238.16666666666663,104.33333333333331,95.16666666666669,70.5,33.5,11.0,0.0,73.4,172.3,0.0,0.0,0.0,0.0,0.0
10,LAS,5.0,1,947.0,2276.5,516.0,672.0,155.5,470.5,371.0,839.5,1210.5,583.5,722.5,248.0,589.5,161.5,2565.5,921.0,2261.0,585.5,775.5,188.0,542.0,351.0,802.0,1153.0,564.5,661.0,296.5,536.5,139.0,2615.5,34.0,8.5,8.5,6.5,10.5,9.0,12.0,6950.0,154724.5,1.0,1.0,0.0,0.0,1.0,0.0,0.0,15.0,19.0,0.0,1.0,287.0,221.0,823.5555555555555,3254.5,425.0,1088.5,1513.5,674.5,291.5,251.5,721.0,689.0,2764.5,1181.0,917.5,709.0,556.5,183.5,27.5,22.0,763.0,289.0,50.5,112.0,162.5,70.0,32.0,32.0,66.5,87.5,258.0,108.5,79.5,57.0,50.0,15.0,2.5,71.88888888888889,172.11111111111111,0.0,15.0,19.0,1.5,1.5
10,MIN,6.5,0,981.0,2329.0,591.5,769.0,148.0,454.5,375.0,788.5,1163.5,576.5,732.0,273.5,516.5,113.0,2701.5,981.0,2207.5,613.0,797.0,161.5,473.5,334.0,831.0,1165.0,576.0,696.5,263.5,554.0,143.5,2736.5,34.0,8.0,9.0,5.0,12.0,8.0,13.0,6887.5,119741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,0.0,1.0,256.5,134.5,635.3888888888889,2576.5,339.0,694.5,1033.5,449.0,267.0,141.5,398.0,648.5,2031.5,917.5,781.0,618.5,360.0,123.0,4.5,4.5,148.5,52.5,9.5,14.5,24.0,16.0,6.0,0.5,9.0,9.0,38.5,17.5,16.5,13.5,13.0,4.0,0.0,72.88888888888889,175.0,0.0,0.0,0.0,0.0,0.0
10,PHO,3.5,1,1066.0,2452.0,629.0,763.5,256.5,751.5,327.0,862.0,1189.0,621.5,726.0,258.5,487.5,157.5,3017.5,1029.0,2493.0,632.0,824.0,266.5,728.5,442.5,901.5,1344.0,639.0,700.5,239.0,547.5,119.0,2956.5,34.0,11.0,6.0,8.5,8.5,12.5,8.5,6837.5,138195.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,19.5,14.5,0.0,1.0,293.0,196.0,599.2272727272727,3158.0,322.5,831.0,1153.5,590.0,255.5,147.0,476.5,711.5,2553.5,1101.5,852.5,713.0,720.5,242.0,31.5,22.5,897.0,484.5,48.0,120.0,168.0,95.5,37.5,23.0,57.5,83.5,349.5,162.0,128.5,112.5,120.5,48.0,0.5,71.45454545454545,165.0909090909091,0.0,16.0,18.0,0.0,0.0
10,SAC,3.5,0,892.0,2186.5,591.5,780.5,160.5,433.5,420.0,722.0,1142.0,505.0,666.0,322.0,598.5,89.0,2536.0,924.5,2104.5,490.5,643.0,186.0,544.5,308.0,742.5,1050.5,561.5,724.0,270.5,636.5,173.5,2525.5,34.0,12.5,4.5,6.0,11.0,10.5,10.5,6875.0,140820.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,18.5,15.5,0.0,1.0,316.8333333333333,167.16666666666666,609.7878787878789,2500.0,399.3333333333333,696.0,1095.3333333333333,506.0,321.3333333333333,84.5,517.1666666666666,646.0,2102.1666666666665,862.0,778.0,604.5,447.5,171.5,25.166666666666668,13.5,517.6666666666666,212.83333333333331,24.166666666666668,57.333333333333336,81.5,47.833333333333336,23.166666666666668,7.666666666666667,41.5,59.5,161.33333333333334,80.5,49.5,40.0,32.5,11.833333333333334,0.5,72.63636363636364,167.1818181818182,0.0,18.5,15.5,1.0,2.0
